Teacher_ID,First_Name,Last_Name,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-1898,Jose,Garcia,Region VI,41,19,BS Science,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-1899,Carmela,Lopez,Region II,44,6,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1900,Elena,Gonzales,Region X,39,20,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1901,Eduardo,Gomez,Region XI,30,7,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1902,Manuel,Alvarez,BARMM,25,7,Master of Arts in Ed,Biology,Physics,Level 1,High
2026-STAR-1903,Luis,Dela Cruz,NCR,45,11,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1904,Carmen,Lopez,Region XII,35,16,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1905,Luis,Navarro,Region VI,30,31,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1906,Elena,Mendoza,Region II,35,27,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1907,Sofia,Reyes,CAR,32,24,BS Science,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-1908,Miguel,Garcia,Region VI,36,6,PhD STEM,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-1909,Carmela,Cruz,Region VI,41,28,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1910,Maria,Rizal,Region X,46,21,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1911,Antonio,Cruz,Region IV-B,26,30,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1912,Jose,Alvarez,Region VIII,33,0,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-1913,Carlos,Dela Cruz,Region XII,32,32,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1914,Luz,Alvarez,Region IX,29,32,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1915,Luis,Rizal,Region VII,47,12,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1916,Beatriz,Navarro,Region III,56,27,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1917,Roberto,Tolentino,Region I,30,15,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1918,Carlos,Dela Cruz,Region VI,46,29,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-1919,Manuel,Bautista,Region X,31,26,BS Science,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-1920,Ramon,Cruz,Region X,26,15,BS Science,Mathematics,Chemistry,Level 1,High
2026-STAR-1921,Miguel,Garcia,Region IV-A,35,26,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1922,Ramon,Gomez,Region XI,35,17,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-1923,Maria,Bautista,Region XIII,26,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1924,Ana,Gomez,CAR,25,13,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1925,Luis,Tolentino,BARMM,27,0,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-1926,Lourdes,Garcia,Region IV-A,52,13,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1927,Rosa,Navarro,Region XII,35,12,PhD STEM,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1928,Manuel,Aquino,Region I,51,19,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1929,Manuel,Alvarez,Region XIII,33,21,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1930,Carmela,Santos,Region IV-A,35,9,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1931,Sofia,Navarro,Region XIII,52,10,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1932,Luis,Reyes,Region XIII,55,9,Master of Arts in Ed,Unrelated / Not Specified,Mathematics,Level 3,High
2026-STAR-1933,Elena,Dela Cruz,Region XI,42,14,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1934,Miguel,Garcia,Region XI,47,6,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1935,Carlos,Aquino,Region X,47,28,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1936,Ana,Tolentino,Region V,32,6,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1937,Juan,Santos,Region XI,43,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1938,Roberto,Bautista,Region XII,28,14,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1939,Luz,Torres,Region I,34,15,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1940,Elena,Garcia,Region XII,26,13,BS Science,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-1941,Roberto,Reyes,Region II,28,31,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-1942,Juan,Navarro,Region VI,23,18,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1943,Carmen,Dela Cruz,Region XII,38,22,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1944,Manuel,Reyes,Region VII,47,27,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-1945,Ramon,Cruz,Region I,25,3,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-1946,Elena,Perez,Region IV-A,47,6,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1947,Carmen,Villanueva,Region IV-B,49,31,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1948,Rosa,Torres,Region III,27,8,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1949,Carmela,Dela Cruz,NCR,44,12,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1950,Elena,Lopez,Region X,33,29,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1951,Sofia,Garcia,Region V,24,11,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1952,Maria,Rizal,Region VI,52,4,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1953,Luis,Rodriguez,Region IV-B,45,30,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1954,Lourdes,Gomez,Region XII,43,6,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1955,Pilar,Lopez,CAR,33,29,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-1956,Beatriz,Tolentino,Region IV-B,46,23,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1957,Lourdes,Ramos,Region III,40,3,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1958,Sofia,Reyes,BARMM,35,5,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1959,Eduardo,Cruz,Region I,44,3,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1960,Manuel,Aquino,Region I,47,18,Master of Arts in Ed,Unrelated / Not Specified,Biology,Level 2,High
2026-STAR-1961,Ana,Perez,Region I,51,12,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1962,Beatriz,Reyes,Region VII,57,21,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1963,Pilar,Aquino,Region XI,32,24,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1964,Manuel,Ramos,Region VII,49,21,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-1965,Ana,Villanueva,Region II,29,21,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1966,Sofia,Rodriguez,NCR,55,15,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1967,Pilar,Dela Cruz,Region XIII,29,19,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1968,Jose,Tolentino,Region II,41,20,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1969,Jose,Dela Cruz,NCR,36,32,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1970,Maria,Alvarez,Region IX,54,28,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1971,Ana,Rizal,Region VI,24,11,BS Science,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-1972,Luz,Santos,Region XII,30,3,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1973,Luis,Cruz,Region I,48,25,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-1974,Luis,Aquino,NCR,39,21,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1975,Miguel,Reyes,Region V,54,7,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1976,Lourdes,Cruz,Region XIII,48,12,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1977,Lourdes,Gomez,Region I,35,27,Master of Arts in Ed,Unrelated / Not Specified,General Science,Level 3,High
2026-STAR-1978,Jose,Gomez,Region IV-A,30,15,Master of Arts in Ed,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-1979,Manuel,Navarro,NCR,29,17,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1980,Antonio,Lopez,Region XI,55,28,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1981,Carmen,Santos,Region VIII,20,2,PhD STEM,Unrelated / Not Specified,Mathematics,Level 1,High
2026-STAR-1982,Pilar,Cruz,Region II,50,19,Bachelor of Secondary Education,Physics,Biology,Level 1,High
2026-STAR-1983,Jose,Aquino,CAR,56,25,BS Science,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-1984,Luis,Santos,NCR,48,10,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1985,Sofia,Bautista,Region XI,23,26,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1986,Eduardo,Fernandez,Region IV-A,44,17,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1987,Juan,Alvarez,Region III,33,15,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1988,Carlos,Reyes,NCR,53,31,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1989,Roberto,Garcia,Region XIII,37,21,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1990,Lourdes,Ramos,Region IX,34,7,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1991,Juan,Mendoza,Region XII,48,25,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1992,Pedro,Aquino,Region VII,37,27,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1993,Carmen,Cruz,Region IV-B,34,32,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1994,Pedro,Aquino,Region XIII,53,3,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1995,Ramon,Reyes,CAR,34,31,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1996,Luis,Villanueva,Region X,32,28,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1997,Maria,Mendoza,Region VII,25,24,BS Science,Unrelated / Not Specified,General Science,Level 1,High
2026-STAR-1998,Jose,Lopez,CAR,39,4,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1999,Elena,Rizal,Region VI,47,23,BS Science,Physics,Physics,Level 2,Low
2026-STAR-2000,Jose,Cruz,BARMM,40,0,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-2001,Juan,Alvarez,Region XIII,46,17,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-2002,Teresa,Torres,Region VIII,39,1,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-2003,Maria,Tolentino,Region IV-A,43,7,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-2004,Carmela,Cruz,Region IV-A,25,11,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-2005,Carmela,Torres,Region VI,56,14,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-2006,Carmen,Dela Cruz,Region V,44,30,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-2007,Pedro,Villanueva,Region II,39,32,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-2008,Lourdes,Fernandez,CAR,43,30,Bachelor of Secondary Education,Unrelated / Not Specified,General Science,Level 2,High
2026-STAR-2009,Ricardo,Reyes,Region IV-A,42,25,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-2010,Pilar,Lopez,Region VI,42,24,PhD STEM,Unrelated / Not Specified,Biology,Level 3,High
2026-STAR-2011,Teresa,Garcia,Region IV-B,29,14,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-2012,Elena,Aquino,Region II,34,7,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-2013,Elena,Rodriguez,Region I,55,30,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-2014,Sofia,Gomez,Region IV-A,45,3,BS Science,General Science,General Science,Level 3,Low
2026-STAR-2015,Ramon,Bautista,Region X,27,16,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-2016,Pedro,Reyes,NCR,41,5,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2017,Luis,Ramos,Region IV-A,29,19,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-2018,Maria,Gonzales,NCR,39,5,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-2019,Luz,Garcia,Region VI,38,31,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-2020,Jose,Villanueva,Region IV-B,46,15,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 1,High
2026-STAR-2021,Carmela,Garcia,Region I,43,10,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-2022,Lourdes,Gomez,Region VII,25,25,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-2023,Jose,Navarro,Region V,23,9,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-2024,Maria,Garcia,Region IV-A,54,29,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-2025,Carmen,Garcia,CAR,23,24,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-2026,Teresa,Navarro,Region VIII,40,7,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2027,Miguel,Gomez,Region VI,36,24,BS Science,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-2028,Maria,Rodriguez,Region VIII,23,3,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-2029,Luz,Torres,Region IV-A,41,32,PhD STEM,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-2030,Teresa,Reyes,Region IX,28,11,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2031,Ricardo,Fernandez,Region IX,57,7,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-2032,Pedro,Garcia,Region IV-A,55,23,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-2033,Pedro,Rodriguez,BARMM,20,0,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-2034,Antonio,Garcia,Region XI,51,9,Master of Arts in Ed,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-2035,Sofia,Fernandez,Region VI,24,5,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-2036,Rosa,Navarro,Region IX,26,6,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-2037,Rosa,Reyes,Region X,25,10,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-2038,Eduardo,Ramos,Region IV-A,50,30,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-2039,Lourdes,Gonzales,Region XIII,55,20,Bachelor of Secondary Education,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-2040,Luz,Garcia,CAR,28,32,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-2041,Manuel,Reyes,Region XII,34,14,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-2042,Juan,Lopez,Region IX,37,12,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-2043,Luz,Dela Cruz,Region IV-A,36,17,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2044,Beatriz,Ramos,Region IV-A,55,13,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2045,Carlos,Santos,Region IX,26,10,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2046,Eduardo,Aquino,Region XIII,48,6,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-2047,Ramon,Bautista,NCR,25,10,PhD STEM,Unrelated / Not Specified,Physics,Level 3,High
2026-STAR-2048,Luz,Fernandez,BARMM,37,3,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-2049,Jose,Mendoza,Region IV-B,51,13,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-2050,Pedro,Fernandez,Region IX,37,28,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-2051,Lourdes,Dela Cruz,Region XIII,26,4,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2052,Teresa,Tolentino,Region XIII,24,29,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-2053,Ana,Lopez,Region X,45,13,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2054,Sofia,Bautista,CAR,28,15,Master of Arts in Ed,Biology,Chemistry,Level 1,High
2026-STAR-2055,Teresa,Villanueva,NCR,53,3,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-2056,Ramon,Ramos,Region XIII,32,5,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-2057,Carmen,Rizal,Region II,27,18,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2058,Manuel,Fernandez,NCR,43,29,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2059,Pedro,Garcia,Region I,54,31,PhD STEM,General Science,Chemistry,Level 1,High
2026-STAR-2060,Elena,Rodriguez,Region VII,44,13,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-2061,Elena,Lopez,Region XII,36,12,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-2062,Pilar,Dela Cruz,BARMM,39,8,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-2063,Pilar,Lopez,Region IX,53,9,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-2064,Roberto,Aquino,CAR,52,18,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-2065,Pilar,Alvarez,BARMM,41,8,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-2066,Antonio,Gonzales,Region XII,24,27,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-2067,Pilar,Tolentino,BARMM,21,8,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2068,Roberto,Fernandez,Region V,39,6,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-2069,Carlos,Gomez,Region XII,50,15,BS Science,Unrelated / Not Specified,Chemistry,Level 2,High
2026-STAR-2070,Jose,Mendoza,Region III,52,4,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2071,Jose,Rodriguez,Region VII,26,27,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-2072,Miguel,Perez,Region V,55,10,BS Science,Unrelated / Not Specified,Chemistry,Level 3,High
2026-STAR-2073,Pedro,Rizal,Region X,44,24,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2074,Jose,Santos,Region I,34,15,PhD STEM,Unrelated / Not Specified,Chemistry,Level 1,High
2026-STAR-2075,Sofia,Navarro,Region VIII,31,4,PhD STEM,Unrelated / Not Specified,Mathematics,Level 1,High
2026-STAR-2076,Elena,Lopez,Region I,52,10,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-2077,Pedro,Navarro,Region XII,51,27,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 1,High
2026-STAR-2078,Sofia,Ramos,Region XII,52,5,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-2079,Maria,Gonzales,Region II,32,5,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2080,Lourdes,Cruz,Region I,23,9,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-2081,Luz,Reyes,Region XIII,31,18,BS Science,Biology,Biology,Level 3,Low
2026-STAR-2082,Miguel,Fernandez,Region IV-B,48,21,BS Science,General Science,General Science,Level 3,Low
2026-STAR-2083,Ramon,Alvarez,Region IV-A,49,20,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-2084,Roberto,Gonzales,Region X,37,28,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-2085,Roberto,Perez,Region IX,53,6,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 1,High
2026-STAR-2086,Sofia,Bautista,Region V,25,30,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2087,Eduardo,Torres,Region XI,52,16,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-2088,Teresa,Rodriguez,Region IX,47,27,Bachelor of Secondary Education,Chemistry,Physics,Level 1,High
2026-STAR-2089,Antonio,Dela Cruz,Region VII,23,22,Bachelor of Secondary Education,Chemistry,Mathematics,Level 1,High
2026-STAR-2090,Ramon,Villanueva,Region I,23,27,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-2091,Sofia,Mendoza,Region VII,47,3,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-2092,Carmen,Navarro,NCR,31,18,Master of Arts in Ed,Mathematics,Physics,Level 1,High
2026-STAR-2093,Eduardo,Reyes,Region VIII,41,5,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2094,Sofia,Ramos,NCR,35,10,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2095,Carlos,Fernandez,Region II,25,7,PhD STEM,Unrelated / Not Specified,Physics,Level 2,High
2026-STAR-2096,Lourdes,Alvarez,Region II,25,6,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2097,Ana,Rodriguez,Region XII,42,13,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2098,Pilar,Alvarez,BARMM,21,7,Bachelor of Secondary Education,Unrelated / Not Specified,Mathematics,Level 2,High
2026-STAR-2099,Ricardo,Dela Cruz,Region IV-A,49,14,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-2100,Sofia,Alvarez,Region VIII,30,8,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-2101,Luis,Garcia,Region VII,27,22,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-2102,Jose,Aquino,Region X,32,11,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2103,Pedro,Fernandez,Region VII,49,30,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-2104,Maria,Navarro,Region VIII,42,6,Master of Arts in Ed,General Science,Biology,Level 1,High
2026-STAR-2105,Teresa,Aquino,Region X,38,7,BS Science,Biology,Biology,Level 3,Low
2026-STAR-2106,Manuel,Cruz,Region VI,43,9,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-2107,Eduardo,Santos,Region III,53,4,Master of Arts in Ed,Physics,Physics,Level 3,Low
